AssetID,Asset Name,Month,Date,Price,Currency
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2024-12,,52.27,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2024-7-,,50.89,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2024-8-,,51.88,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2024-9-,,51.88,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2025-1-,,52.54,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2025-10,,53.37,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2025-11,,53.37,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2025-12,,53.37,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2025-2-,,52.54,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2025-3-,,52.54,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2025-4-,,52.82,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2025-5-,,53.09,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2025-6-,,53.09,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2025-7-,,53.09,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2025-8-,,53.37,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2025-9-,,53.37,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2026-01,16.01.2026,53.37,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2026-02,14.02.2026,53.37,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2026-03,24.03.2026,53.33,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2026-04,24.04.2026,53.10,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2026-05,07.05.2026,53.10,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2026-06,17.06.2026,53.70,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2026-07,29.07.2026,48.19,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2026-08,04.08.2026,48.19,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2026-1-,,53.37,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2026-2-,,53.37,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2026-3-,,53.33,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2026-4-,,53.10,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2026-5-,,53.07,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2026-6-,,53.70,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2026-7-,,48.19,EUR
6015ac5b-8e18-4e41-8923-eae00637fae7,"Aston Martin, V12 Vantage Carbon Black Edition",2026-8-,,48.19,EUR
f5dd7d0d-6db6-4908-a97d-99fbfd103459,"Audemars Piguet, Royal Oak, Ref. 26331IP",2024-12,,46.06,EUR
f5dd7d0d-6db6-4908-a97d-99fbfd103459,"Audemars Piguet, Royal Oak, Ref. 26331IP",2025-1-,,45.56,EUR
f5dd7d0d-6db6-4908-a97d-99fbfd103459,"Audemars Piguet, Royal Oak, Ref. 26331IP",2025-10,,37.14,EUR
f5dd7d0d-6db6-4908-a97d-99fbfd103459,"Audemars Piguet, Royal Oak, Ref. 26331IP",2025-11,,36.04,EUR
f5dd7d0d-6db6-4908-a97d-99fbfd103459,"Audemars Piguet, Royal Oak, Ref. 26331IP",2025-12,,35.54,EUR
f5dd7d0d-6db6-4908-a97d-99fbfd103459,"Audemars Piguet, Royal Oak, Ref. 26331IP",2025-2-,,45.56,EUR
f5dd7d0d-6db6-4908-a97d-99fbfd103459,"Audemars Piguet, Royal Oak, Ref. 26331IP",2025-3-,,44.56,EUR
f5dd7d0d-6db6-4908-a97d-99fbfd103459,"Audemars Piguet, Royal Oak, Ref. 26331IP",2025-4-,,43.06,EUR
f5dd7d0d-6db6-4908-a97d-99fbfd103459,"Audemars Piguet, Royal Oak, Ref. 26331IP",2025-5-,,40.55,EUR
f5dd7d0d-6db6-4908-a97d-99fbfd103459,"Audemars Piguet, Royal Oak, Ref. 26331IP",2025-6-,,39.55,EUR
f5dd7d0d-6db6-4908-a97d-99fbfd103459,"Audemars Piguet, Royal Oak, Ref. 26331IP",2025-7-,,38.80,EUR
f5dd7d0d-6db6-4908-a97d-99fbfd103459,"Audemars Piguet, Royal Oak, Ref. 26331IP",2025-8-,,38.25,EUR
f5dd7d0d-6db6-4908-a97d-99fbfd103459,"Audemars Piguet, Royal Oak, Ref. 26331IP",2025-9-,,37.89,EUR
f5dd7d0d-6db6-4908-a97d-99fbfd103459,"Audemars Piguet, Royal Oak, Ref. 26331IP",2026-01,16.01.2026,35.04,EUR
f5dd7d0d-6db6-4908-a97d-99fbfd103459,"Audemars Piguet, Royal Oak, Ref. 26331IP",2026-02,14.02.2026,35.04,EUR
f5dd7d0d-6db6-4908-a97d-99fbfd103459,"Audemars Piguet, Royal Oak, Ref. 26331IP",2026-03,24.03.2026,34.52,EUR
